Id,rating
803059,3
803060,4
803061,3
803062,4
803063,4
803064,3
803065,3
803066,3
803067,2
803068,3
803069,3
803070,3
803071,3
803072,3
803073,2
803074,2
803075,3
803076,3
803077,3
803078,3
803079,3
803080,3
803081,4
803082,3
803083,3
803084,3
803085,4
803086,3
803087,3
803088,3
803089,3
803090,4
803091,3
803092,2
803093,3
803094,3
803095,4
803096,3
803097,4
803098,3
803099,4
803100,4
803101,3
803102,2
803103,2
803104,3
803105,3
803106,4
803107,4
803108,3
803109,4
803110,3
803111,3
803112,3
803113,3
803114,2
803115,4
803116,4
803117,4
803118,3
803119,3
803120,3
803121,4
803122,3
803123,4
803124,3
803125,3
803126,4
803127,3
803128,2
803129,3
803130,3
803131,4
803132,3
803133,3
803134,3
803135,4
803136,4
803137,3
803138,3
803139,4
803140,4
803141,4
803142,2
803143,4
803144,3
803145,3
803146,4
803147,4
803148,3
803149,4
803150,3
803151,4
803152,3
803153,3
803154,3
803155,4
803156,4
803157,4
803158,3
803159,3
803160,2
803161,3
803162,4
803163,4
803164,3
803165,4
803166,4
803167,4
803168,3
803169,4
803170,3
803171,4
803172,3
803173,3
803174,4
803175,4
803176,4
803177,5
803178,4
803179,5
803180,4
803181,5
803182,4
803183,5
803184,5
803185,5
803186,5
803187,4
803188,5
803189,5
803190,4
803191,5
803192,4
803193,5
803194,5
803195,5
803196,3
803197,4
803198,3
803199,4
803200,4
803201,4
803202,4
803203,4
803204,3
803205,3
803206,4
803207,4
803208,4
803209,3
803210,5
803211,4
803212,4
803213,5
803214,4
803215,3
803216,3
803217,4
803218,4
803219,3
803220,3
803221,3
803222,4
803223,3
803224,3
803225,2
803226,3
803227,3
803228,3
803229,3
803230,4
803231,2
803232,3
803233,3
803234,2
803235,1
803236,3
803237,3
803238,3
803239,3
803240,3
803241,3
803242,3
803243,3
803244,3
803245,3
803246,3
803247,3
803248,3
803249,3
803250,3
803251,3
803252,4
803253,3
803254,3
803255,3
803256,2
803257,3
803258,3
803259,3
803260,2
803261,3
803262,4
803263,3
803264,2
803265,2
803266,2
803267,3
803268,2
803269,3
803270,3
803271,2
803272,3
803273,3
803274,3
803275,3
803276,4
803277,2
803278,3
803279,3
803280,3
803281,3
803282,4
803283,3
803284,3
803285,3
803286,3
803287,3
803288,3
803289,2
803290,3
803291,3
803292,3
803293,4
803294,3
803295,3
803296,3
803297,2
803298,4
803299,4
803300,4
803301,4
803302,4
803303,5
803304,5
803305,3
803306,4
803307,4
803308,5
803309,3
803310,4
803311,4
803312,4
803313,4
803314,4
803315,4
803316,4
803317,4
803318,4
803319,4
803320,4
803321,4
803322,5
803323,4
803324,3
803325,4
803326,4
803327,4
803328,5
803329,3
803330,4
803331,4
803332,3
803333,4
803334,3
803335,4
803336,4
803337,3
803338,4
803339,3
803340,3
803341,4
803342,4
803343,4
803344,4
803345,3
803346,3
803347,3
803348,4
803349,4
803350,3
803351,4
803352,3
803353,4
803354,4
803355,3
803356,3
803357,4
803358,4
803359,3
803360,4
803361,3
803362,4
803363,4
803364,4
803365,4
803366,4
803367,3
803368,4
803369,3
803370,4
803371,4
803372,4
803373,3
803374,4
803375,4
803376,4
803377,3
803378,4
803379,4
803380,4
803381,4
803382,4
803383,4
803384,4
803385,4
803386,3
803387,4
803388,4
803389,4
803390,4
803391,3
803392,4
803393,3
803394,3
803395,3
803396,3
803397,4
803398,4
803399,4
803400,3
803401,3
803402,4
803403,4
803404,4
803405,3
803406,3
803407,3
803408,3
803409,4
803410,3
803411,3
803412,3
803413,4
803414,4
803415,4
803416,3
803417,3
803418,4
803419,3
803420,3
803421,4
803422,3
803423,4
803424,3
803425,3
803426,4
803427,3
803428,4
803429,3
803430,3
803431,4
803432,3
803433,4
803434,3
803435,3
803436,4
803437,3
803438,3
803439,3
803440,4
803441,4
803442,3
803443,4
803444,3
803445,3
803446,3
803447,4
803448,4
803449,3
803450,4
803451,4
803452,3
803453,4
803454,3
803455,3
803456,4
803457,3
803458,4
803459,3
803460,4
803461,4
803462,3
803463,3
803464,4
803465,3
803466,3
803467,3
803468,3
803469,4
803470,4
803471,4
803472,5
803473,5
803474,3
803475,3
803476,3
803477,5
803478,5
803479,4
803480,4
803481,4
803482,5
803483,4
803484,4
803485,4
803486,2
803487,3
803488,5
803489,5
803490,3
803491,3
803492,4
803493,4
803494,5
803495,3
803496,4
803497,5
803498,4
803499,3
803500,4
803501,4
803502,5
803503,4
803504,3
803505,3
803506,4
803507,4
803508,3
803509,4
803510,4
803511,4
803512,3
803513,3
803514,3
803515,3
803516,3
803517,4
803518,4
803519,3
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,4
803527,4
803528,4
803529,4
803530,3
803531,4
803532,3
803533,4
803534,4
803535,3
803536,3
803537,3
803538,4
803539,4
803540,4
803541,3
803542,4
803543,4
803544,5
803545,4
803546,3
803547,5
803548,5
803549,4
803550,4
803551,4
803552,4
803553,3
803554,4
803555,4
803556,4
803557,4
803558,4
803559,4
803560,4
803561,4
803562,4
803563,4
803564,4
803565,4
803566,3
803567,4
803568,4
803569,5
803570,5
803571,4
803572,4
803573,5
803574,5
803575,4
803576,4
803577,4
803578,4
803579,4
803580,4
803581,5
803582,3
803583,4
803584,5
803585,4
803586,4
803587,4
803588,4
803589,4
803590,5
803591,5
803592,4
803593,4
803594,5
803595,5
803596,4
803597,3
803598,4
803599,4
803600,4
803601,4
803602,5
803603,4
803604,4
803605,4
803606,4
803607,4
803608,5
803609,4
803610,4
803611,4
803612,4
803613,3
803614,4
803615,5
803616,5
803617,4
803618,2
803619,4
803620,4
803621,3
803622,5
803623,5
803624,4
803625,3
803626,4
803627,4
803628,3
803629,4
803630,4
803631,4
803632,4
803633,4
803634,4
803635,4
803636,4
803637,4
803638,4
803639,4
803640,4
803641,4
803642,4
803643,4
803644,5
803645,4
803646,4
803647,3
803648,4
803649,4
803650,4
803651,3
803652,3
803653,3
803654,3
803655,4
803656,3
803657,3
803658,3
803659,4
803660,4
803661,3
803662,4
803663,2
803664,4
803665,3
803666,4
803667,4
803668,3
803669,3
803670,4
803671,3
803672,3
803673,2
803674,4
803675,3
803676,3
803677,4
803678,4
803679,3
803680,3
803681,4
803682,4
803683,4
803684,4
803685,3
803686,3
803687,4
803688,3
803689,4
803690,4
803691,3
803692,4
803693,3
803694,3
803695,4
803696,4
803697,4
803698,4
803699,3
803700,5
803701,4
803702,3
803703,4
803704,4
803705,4
803706,4
803707,4
803708,4
803709,4
803710,3
803711,3
803712,4
803713,5
803714,4
803715,3
803716,4
803717,4
803718,4
803719,4
803720,3
803721,4
803722,4
803723,4
803724,4
803725,2
803726,5
803727,4
803728,5
803729,4
803730,4
803731,3
803732,4
803733,4
803734,4
803735,4
803736,5
803737,3
803738,4
803739,4
803740,4
803741,2
803742,4
803743,4
803744,3
803745,5
803746,4
803747,5
803748,5
803749,1
803750,3
803751,5
803752,4
803753,3
803754,4
803755,2
803756,3
803757,5
803758,4
803759,3
803760,3
803761,4
803762,4
803763,4
803764,4
803765,3
803766,3
803767,3
803768,3
803769,3
803770,3
803771,3
803772,4
803773,3
803774,4
803775,4
803776,2
803777,3
803778,3
803779,2
803780,3
803781,3
803782,3
803783,2
803784,3
803785,3
803786,2
803787,3
803788,2
803789,3
803790,2
803791,3
803792,3
803793,4
803794,3
803795,3
803796,4
803797,3
803798,3
803799,3
803800,3
803801,3
803802,2
803803,3
803804,3
803805,3
803806,4
803807,4
803808,2
803809,4
803810,2
803811,3
803812,3
803813,3
803814,4
803815,3
803816,3
803817,2
803818,3
803819,4
803820,2
803821,3
803822,4
803823,3
803824,4
803825,2
803826,4
803827,7
803828,8
803829,3
803830,4
803831,5
803832,5
803833,5
803834,4
803835,4
803836,3
803837,4
803838,2
803839,4
803840,3
803841,2
803842,3
803843,3
803844,3
803845,3
803846,3
803847,3
803848,3
803849,4
803850,4
803851,4
803852,3
803853,3
803854,4
803855,2
803856,3
803857,3
803858,4
803859,4
803860,3
803861,4
803862,3
803863,2
803864,3
803865,2
803866,3
803867,4
803868,3
803869,4
803870,3
803871,3
803872,2
803873,3
803874,3
803875,3
803876,3
803877,2
803878,3
803879,4
803880,1
803881,4
803882,3
803883,3
803884,3
803885,3
803886,3
803887,4
803888,3
803889,2
803890,4
803891,3
803892,3
803893,3
803894,3
803895,4
803896,3
803897,2
803898,3
803899,2
803900,3
803901,3
803902,2
803903,4
803904,4
803905,3
803906,3
803907,3
803908,4
803909,3
803910,3
803911,3
803912,3
803913,3
803914,3
803915,2
803916,4
803917,3
803918,3
803919,3
803920,3
803921,2
803922,3
803923,2
803924,4
803925,3
803926,3
803927,3
803928,3
803929,3
803930,3
803931,4
803932,4
803933,3
803934,3
803935,1
803936,2
803937,3
803938,4
803939,3
803940,3
803941,3
803942,4
803943,3
803944,3
803945,4
803946,3
803947,4
803948,3
803949,2
803950,3
803951,3
803952,4
803953,3
803954,3
803955,3
803956,4
803957,4
803958,3
803959,3
803960,4
803961,3
803962,4
803963,4
803964,4
803965,4
803966,4
803967,3
803968,3
803969,3
803970,4
803971,3
803972,3
803973,4
803974,3
803975,3
803976,4
803977,3
803978,3
803979,4
803980,1
803981,2
803982,3
803983,3
803984,3
803985,4
803986,4
803987,4
803988,4
803989,3
803990,2
803991,4
803992,4
803993,4
803994,4
803995,4
803996,4
803997,4
803998,4
803999,4
804000,2
804001,4
804002,4
804003,3
804004,3
804005,2
804006,5
804007,3
804008,4
804009,5
804010,3
804011,5
804012,4
804013,4
804014,3
804015,3
804016,5
804017,4
804018,5
804019,4
804020,5
804021,5
804022,4
804023,5
804024,4
804025,3
804026,4
804027,5
804028,5
804029,4
804030,5
804031,5
804032,5
804033,5
804034,3
804035,5
804036,4
804037,3
804038,5
804039,5
804040,4
804041,4
804042,5
804043,5
804044,4
804045,3
804046,4
804047,4
804048,4
804049,4
804050,5
804051,3
804052,4
804053,4
804054,4
804055,4
804056,4
804057,4
804058,4
804059,5
804060,5
804061,5
804062,3
804063,4
804064,5
804065,4
804066,4
804067,5
804068,4
804069,4
804070,4
804071,4
804072,4
804073,4
804074,4
804075,4
804076,4
804077,5
804078,4
804079,5
804080,4
804081,4
804082,3
804083,5
804084,5
804085,4
804086,5
804087,5
804088,5
804089,3
804090,5
804091,5
804092,4
804093,5
804094,3
804095,4
804096,5
804097,5
804098,5
804099,4
804100,5
804101,4
804102,5
804103,4
804104,4
804105,5
804106,5
804107,4
804108,4
804109,4
804110,5
804111,5
804112,4
804113,4
804114,4
804115,5
804116,4
804117,4
804118,5
804119,4
804120,4
804121,5
804122,4
804123,5
804124,5
804125,4
804126,4
804127,4
804128,3
804129,4
804130,4
804131,4
804132,5
804133,4
804134,4
804135,5
804136,4
804137,3
804138,5
804139,4
804140,4
804141,4
804142,5
804143,4
804144,5
804145,5
804146,2
804147,4
804148,4
804149,5
804150,4
804151,4
804152,4
804153,5
804154,4
804155,4
804156,5
804157,4
804158,4
804159,4
804160,4
804161,5
804162,4
804163,4
804164,4
804165,4
804166,4
804167,5
804168,4
804169,4
804170,5
804171,3
804172,3
804173,3
804174,3
804175,4
804176,4
804177,4
804178,4
804179,4
804180,2
804181,3
804182,2
804183,4
804184,4
804185,5
804186,4
804187,3
804188,4
804189,4
804190,3
804191,3
804192,4
804193,4
804194,5
804195,4
804196,4
804197,3
804198,5
804199,5
804200,5
804201,4
804202,5
804203,5
804204,3
804205,4
804206,5
804207,4
804208,5
804209,3
804210,5
804211,5
804212,5
804213,3
804214,4
804215,4
804216,5
804217,4
804218,4
804219,5
804220,3
804221,4
804222,5
804223,4
804224,4
804225,5
804226,3
804227,4
804228,4
804229,4
804230,4
804231,4
804232,3
804233,4
804234,4
804235,4
804236,5
804237,4
804238,4
804239,4
804240,4
804241,4
804242,5
804243,4
804244,4
804245,3
804246,5
804247,3
804248,5
804249,4
804250,4
804251,4
804252,4
804253,5
804254,3
804255,4
804256,5
804257,4
804258,5
804259,5
804260,4
804261,4
804262,4
804263,5
804264,4
804265,5
804266,4
804267,4
804268,4
804269,4
804270,4
804271,4
804272,4
804273,4
804274,4
804275,4
804276,3
804277,4
804278,3
804279,4
804280,3
804281,3
804282,3
804283,4
804284,2
804285,4
804286,1
804287,4
804288,3
804289,4
804290,4
804291,4
804292,4
804293,4
804294,3
804295,3
804296,3
804297,4
804298,4
804299,4
804300,3
804301,4
804302,3
804303,4
804304,3
804305,4
804306,4
804307,3
804308,4
804309,3
804310,4
804311,4
804312,4
804313,4
804314,4
804315,3
804316,3
804317,3
804318,3
804319,4
804320,4
804321,4
804322,4
804323,4
804324,4
804325,3
804326,1
804327,3
804328,3
804329,2
804330,3
804331,2
804332,3
804333,3
804334,3
804335,4
804336,4
804337,4
804338,4
804339,4
804340,4
804341,4
804342,3
804343,3
804344,3
804345,3
804346,4
804347,4
804348,4
804349,3
804350,3
804351,4
804352,4
804353,4
804354,4
804355,4
804356,4
804357,4
804358,3
804359,3
804360,3
804361,3
804362,4
804363,4
804364,4
804365,4
804366,4
804367,3
804368,3
804369,4
804370,4
804371,4
804372,4
804373,4
804374,3
804375,3
804376,3
804377,4
804378,4
804379,4
804380,3
804381,3
804382,4
804383,4
804384,4
804385,3
804386,4
804387,4
804388,4
804389,3
804390,3
804391,3
804392,4
804393,4
804394,4
804395,3
804396,4
804397,3
804398,4
804399,4
804400,4
804401,4
804402,4
804403,3
804404,4
804405,4
804406,4
804407,4
804408,4
804409,3
804410,4
804411,3
804412,4
804413,4
804414,3
804415,4
804416,3
804417,4
804418,4
804419,4
804420,4
804421,3
804422,4
804423,4
804424,3
804425,4
804426,4
804427,3
804428,4
804429,3
804430,3
804431,4
804432,3
804433,3
804434,5
804435,3
804436,3
804437,2
804438,4
804439,3
804440,4
804441,3
804442,4
804443,4
804444,4
804445,3
804446,3
804447,4
804448,4
804449,4
804450,3
804451,3
804452,4
804453,3
804454,5
804455,4
804456,3
804457,5
804458,5
804459,4
804460,5
804461,4
804462,5
804463,5
804464,5
804465,3
804466,5
804467,4
804468,4
804469,3
804470,4
804471,5
804472,4
804473,5
804474,4
804475,5
804476,5
804477,4
804478,4
804479,4
804480,5
804481,4
804482,4
804483,3
804484,4
804485,4
804486,5
804487,5
804488,4
804489,5
804490,4
804491,4
804492,5
804493,4
804494,5
804495,4
804496,5
804497,3
804498,4
804499,3
804500,4
804501,3
804502,4
804503,4
804504,4
804505,3
804506,4
804507,4
804508,5
804509,4
804510,2
804511,5
804512,4
804513,4
804514,5
804515,4
804516,4
804517,4
804518,4
804519,4
804520,4
804521,4
804522,5
804523,4
804524,4
804525,3
804526,4
804527,3
804528,5
804529,4
804530,5
804531,4
804532,3
804533,3
804534,5
804535,4
804536,4
804537,4
804538,5
804539,3
804540,3
804541,4
804542,4
804543,3
804544,4
804545,4
804546,4
804547,4
804548,3
804549,2
804550,3
804551,3
804552,4
804553,2
804554,2
804555,3
804556,3
804557,3
804558,4
804559,3
804560,4
804561,3
804562,2
804563,4
804564,4
804565,3
804566,4
804567,4
804568,3
804569,2
804570,5
804571,4
804572,4
804573,4
804574,4
804575,4
804576,4
804577,3
804578,4
804579,4
804580,3
804581,4
804582,4
804583,4
804584,4
804585,2
804586,3
804587,3
804588,2
804589,4
804590,3
804591,4
804592,3
804593,4
804594,3
804595,4
804596,3
804597,3
804598,4
804599,5
804600,4
804601,4
804602,5
804603,4
804604,4
804605,4
804606,4
804607,5
804608,4
804609,5
804610,4
804611,3
804612,4
804613,4
804614,3
804615,4
804616,6
804617,5
804618,5
804619,4
804620,4
804621,4
804622,3
804623,4
804624,4
804625,4
804626,4
804627,4
804628,5
804629,5
804630,4
804631,4
804632,4
804633,4
804634,4
804635,4
804636,5
804637,4
804638,4
804639,4
804640,4
804641,3
804642,4
804643,4
804644,5
804645,4
804646,4
804647,5
804648,3
804649,4
804650,5
804651,3
804652,5
804653,4
804654,4
804655,4
804656,5
804657,4
804658,2
804659,4
804660,5
804661,3
804662,2
804663,3
804664,4
804665,4
804666,3
804667,4
804668,3
804669,4
804670,3
804671,3
804672,4
804673,3
804674,4
804675,3
804676,3
804677,3
804678,4
804679,4
804680,4
804681,3
804682,4
804683,3
804684,3
804685,4
804686,4
804687,4
804688,3
804689,4
804690,4
804691,2
804692,4
804693,3
804694,3
804695,5
804696,3
804697,4
804698,3
804699,4
804700,4
804701,5
804702,4
804703,4
804704,4
804705,4
804706,4
804707,4
804708,5
804709,4
804710,5
804711,4
804712,4
804713,5
804714,5
804715,5
804716,4
804717,5
804718,5
804719,5
804720,5
804721,5
804722,4
804723,4
804724,5
804725,4
804726,4
804727,3
804728,4
804729,4
804730,4
804731,3
804732,3
804733,4
804734,4
804735,4
804736,5
804737,5
804738,5
804739,4
804740,4
804741,4
804742,4
804743,4
804744,4
804745,5
804746,4
804747,3
804748,3
804749,4
804750,3
804751,3
804752,4
804753,4
804754,4
804755,5
804756,4
804757,4
804758,4
804759,4
804760,4
804761,3
804762,4
804763,4
804764,4
804765,4
804766,4
804767,3
804768,4
804769,5
804770,4
804771,4
804772,4
804773,2
804774,1
804775,3
804776,2
804777,3
804778,3
804779,4
804780,4
804781,4
804782,8
804783,4
804784,3
804785,5
804786,4
804787,5
804788,5
804789,4
804790,2
804791,3
804792,3
804793,4
804794,3
804795,3
804796,3
804797,2
804798,3
804799,3
804800,4
804801,3
804802,4
804803,4
804804,4
804805,5
804806,4
804807,3
804808,4
804809,5
804810,4
804811,5
804812,4
804813,2
804814,4
804815,4
804816,3
804817,4
804818,4
804819,4
804820,3
804821,4
804822,4
804823,3
804824,4
804825,5
804826,3
804827,3
804828,3
804829,3
804830,3
804831,4
804832,4
804833,3
804834,3
804835,3
804836,4
804837,4
804838,3
804839,3
804840,4
804841,4
804842,3
804843,3
804844,3
804845,3
804846,4
804847,4
804848,3
804849,3
804850,4
804851,3
804852,3
804853,4
804854,4
804855,4
804856,3
804857,3
804858,3
804859,4
804860,3
804861,4
804862,5
804863,5
804864,5
804865,5
804866,4
804867,5
804868,5
804869,5
804870,3
804871,4
804872,3
804873,3
804874,3
804875,2
804876,3
804877,2
804878,3
804879,3
804880,3
804881,2
804882,3
804883,3
804884,3
804885,2
804886,2
804887,3
804888,2
804889,3
804890,3
804891,2
804892,3
804893,3
804894,2
804895,4
804896,3
804897,4
804898,2
804899,2
804900,3
804901,4
804902,3
804903,3
804904,3
804905,2
804906,2
804907,3
804908,4
804909,3
804910,3
804911,3
804912,3
804913,1
804914,4
804915,2
804916,4
804917,3
804918,3
804919,3
804920,3
804921,3
804922,3
804923,2
804924,3
804925,4
804926,3
804927,4
804928,3
804929,4
804930,3
804931,2
804932,3
804933,3
804934,3
804935,3
804936,2
804937,3
804938,3
804939,4
804940,3
804941,2
804942,2
804943,3
804944,2
804945,3
804946,3
804947,3
804948,3
804949,3
804950,2
804951,2
804952,2
804953,3
804954,2
804955,3
804956,4
804957,3
804958,4
804959,4
804960,4
804961,3
804962,3
804963,3
804964,3
804965,3
804966,4
804967,3
804968,2
804969,2
804970,4
804971,3
804972,3
804973,3
804974,3
804975,2
804976,3
804977,2
804978,3
804979,2
804980,4
804981,2
804982,3
804983,2
804984,4
804985,2
804986,3
804987,4
804988,3
804989,3
804990,3
804991,4
804992,3
804993,3
804994,2
804995,2
804996,2
804997,4
804998,4
804999,4
805000,3
805001,3
805002,4
805003,3
805004,4
805005,3
805006,4
805007,3
805008,4
805009,4
805010,4
805011,4
805012,3
805013,3
805014,3
805015,3
805016,3
805017,4
805018,3
805019,4
805020,4
805021,3
805022,3
805023,4
805024,4
805025,4
805026,3
805027,4
805028,3
805029,4
805030,4
805031,4
805032,4
805033,4
805034,4
805035,4
805036,4
805037,4
805038,4
805039,5
805040,4
805041,5
805042,5
805043,5
805044,5
805045,5
805046,4
805047,5
805048,5
805049,4
805050,4
805051,5
805052,4
805053,5
805054,4
805055,5
805056,4
805057,5
805058,5
805059,5
805060,4
805061,4
805062,5
805063,5
805064,5
805065,4
805066,4
805067,5
805068,4
805069,2
805070,4
805071,4
805072,5
805073,4
805074,4
805075,3
805076,4
805077,3
805078,3
805079,4
805080,3
805081,4
805082,3
805083,2
805084,4
805085,3
805086,3
805087,3
805088,3
805089,3
805090,2
805091,4
805092,2
805093,3
805094,3
805095,3
805096,1
805097,2
805098,3
805099,3
805100,3
805101,4
805102,3
805103,4
805104,4
805105,3
805106,3
805107,3
805108,4
805109,4
805110,5
805111,4
805112,5
805113,5
805114,4
805115,5
805116,5
805117,4
805118,5
805119,4
805120,5
805121,4
805122,5
805123,5
805124,5
805125,4
805126,4
805127,5
805128,4
805129,4
805130,3
805131,3
805132,3
805133,3
805134,3
805135,3
805136,3
805137,3
805138,3
805139,4
805140,3
805141,4
805142,3
805143,4
805144,4
805145,3
805146,3
805147,4
805148,3
805149,4
805150,2
805151,3
805152,4
805153,3
805154,7
805155,3
805156,5
805157,4
805158,5
805159,5
805160,4
805161,3
805162,4
805163,5
805164,5
805165,4
805166,5
805167,4
805168,3
805169,4
805170,5
805171,4
805172,4
805173,4
805174,4
805175,4
805176,4
805177,3
805178,4
805179,3
805180,3
805181,4
805182,3
805183,3
805184,3
805185,3
805186,4
805187,3
805188,5
805189,4
805190,4
805191,4
805192,4
805193,2
805194,4
805195,3
805196,4
805197,4
805198,4
805199,5
805200,4
805201,4
805202,4
805203,4
805204,4
805205,4
805206,4
805207,4
805208,5
805209,3
805210,4
805211,4
805212,4
805213,4
805214,4
805215,4
805216,3
805217,4
805218,4
805219,3
805220,4
805221,4
805222,4
805223,3
805224,3
805225,4
805226,3
805227,3
805228,4
805229,4
805230,3
805231,4
805232,5
805233,2
805234,3
805235,3
805236,3
805237,6
805238,2
805239,4
805240,4
805241,5
805242,4
805243,5
805244,5
805245,4
805246,5
805247,4
805248,4
805249,4
805250,4
805251,5
805252,4
805253,4
805254,4
805255,4
805256,3
805257,2
805258,3
805259,3
805260,2
805261,3
805262,3
805263,3
805264,3
805265,4
805266,3
805267,2
805268,4
805269,2
805270,4
805271,2
805272,3
805273,4
805274,4
805275,4
805276,4
805277,5
805278,4
805279,3
805280,4
805281,4
805282,3
805283,4
805284,4
805285,3
805286,3
805287,4
805288,4
805289,4
805290,4
805291,5
805292,4
805293,5
805294,4
805295,5
805296,4
805297,5
805298,5
805299,4
805300,5
805301,5
805302,4
805303,3
805304,4
805305,4
805306,3
805307,3
805308,2
805309,3
805310,3
805311,4
805312,5
805313,3
805314,2
805315,4
805316,3
805317,3
805318,4
805319,4
805320,4
805321,4
805322,4
805323,3
805324,3
805325,4
805326,4
805327,4
805328,4
805329,3
805330,4
805331,4
805332,4
805333,4
805334,4
805335,3
805336,4
805337,4
805338,5
805339,4
805340,4
805341,4
805342,5
805343,4
805344,4
805345,3
805346,4
805347,3
805348,4
805349,4
